Date,Time,Date of posting,Time of posting,Text,Message,Transaction type,Card info,Amount,Currency,Sender,Receiver,Note,Category,Balance
03/06/2024,0.444907407,45446,0.763460648,xxx,,card,5555,"-50,00",DKK,yyyy,,,Charity,36327.64
03/06/2024,0.0503125,45446,0.0503125,xxx,,directDebit,,"-7.344,46",DKK,yyyy,,,Home,36377.64
01/06/2024,0.093159722,45444,0.896157407,xxx,,card,5555,"-245,29",DKK,yyyy,,,Home,43722.1
01/06/2024,0.553368056,45444,0.882280093,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,43967.39
31/05/2024,0.772280093,45443,0.772280093,xxx,,account,,"40,75",DKK,yyyy,,,Miscellaneous,43992.39
31/05/2024,0.173518519,45443,0.173518519,xxx,,account,,"14.909,10",DKK,yyyy,,,Not categorised,43951.64
30/05/2024,0.554351852,45442,0.841099537,xxx,,card,5555,"-15,00",DKK,yyyy,,,Groceries,29042.54
30/05/2024,0.55306713,45442,0.771053241,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,29057.54
29/05/2024,0.801064815,45441,0.801064815,xxx,,card,,"1.543,00",DKK,yyyy,,,Vacation,29082.54
29/05/2024,0.712592593,45441,0.712592593,xxx,,card,,"800,00",DKK,yyyy,,,Vacation,27539.54
28/05/2024,0.552893519,45440,0.968229167,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,26739.54
27/05/2024,0.87193287,45439,0.940740741,xxx,,card,5555,"-588,00",DKK,yyyy,,,Shopping,26764.54
27/05/2024,0.441435185,45439,0.693645833,xxx,,card,5555,"-50,00",DKK,yyyy,,,Charity,27352.54
25/05/2024,0.402071759,45437,0.995127315,xxx,,card,5555,"-2.000,00",DKK,yyyy,,,Not categorised,27402.54
25/05/2024,0.554421296,45437,0.901759259,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,29402.54
24/05/2024,0.55318287,45436,0.756979167,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,29427.54
24/05/2024,0.748634259,45436,0.716006944,xxx,,card,5555,"-2.343,00",DKK,yyyy,,,Vacation,29452.54
22/05/2024,0.553078704,45434,0.941678241,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,31795.54
21/05/2024,0.407962963,45433,0.858113426,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,31820.54
20/05/2024,0.450034722,45432,0.822175926,xxx,,card,5555,"-50,00",DKK,yyyy,,,Charity,31835.79
18/05/2024,0.553773148,45430,0.939768519,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,31885.79
16/05/2024,0.55412037,45428,0.830543981,xxx,,card,5555,"-40,00",DKK,yyyy,,,Groceries,31910.79
13/05/2024,0.442118056,45425,0.86306713,xxx,,card,5555,"-50,00",DKK,yyyy,,,Charity,31950.79
12/05/2024,0.405185185,45424,0.818622685,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,32000.79
12/05/2024,0.403483796,45424,0.766446759,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,32016.04
09/05/2024,0.55462963,45421,0.946793981,xxx,,card,5555,"-58,00",DKK,yyyy,,,Groceries,32031.29
08/05/2024,0.06369213,45420,0.055636574,xxx,,card,5555,"-300,00",DKK,yyyy,,,Transport,32089.29
07/05/2024,0.859421296,45419,0.979131944,xxx,,card,5555,"-1.000,00",DKK,yyyy,,,Miscellaneous,32389.29
07/05/2024,0.552743056,45419,0.918877315,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,33389.29
07/05/2024,0.878854167,45419,0.916238426,xxx,,card,5555,"-19,00",DKK,yyyy,,,Home,33414.29
06/05/2024,0.441990741,45418,0.941944444,xxx,,card,5555,"-50,00",DKK,yyyy,,,Charity,33433.29
05/05/2024,0.879282407,45417,0.820543981,xxx,,card,5555,"-19,00",DKK,yyyy,,,Home,33483.29
04/05/2024,0.569837963,45416,0.020983796,xxx,,card,5555,"-1.000,00",DKK,yyyy,,,Miscellaneous,33502.29
03/05/2024,0.712696759,45415,0.84212963,xxx,,card,5555,"-200,00",DKK,yyyy,,,Personal care,34502.29
02/05/2024,0.554652778,45414,0.889155093,xxx,,card,5555,"-40,00",DKK,yyyy,,,Personal care,34702.29
02/05/2024,0.665729167,45414,0.859837963,xxx,,card,5555,"-10,00",DKK,yyyy,,,Groceries,34742.29
01/05/2024,0.067106481,45413,0.709560185,xxx,,card,5555,"-312,06",DKK,yyyy,,,Home,34752.29
01/05/2024,0.166331019,45413,0.166331019,xxx,,directDebit,,"-7.344,46",DKK,yyyy,,,Home,35064.35
30/04/2024,0.553784722,45412,0.984861111,xxx,,card,5555,"-29,00",DKK,yyyy,,,Groceries,42408.81
30/04/2024,0.469479167,45412,0.939050926,xxx,,card,5555,"-20,00",DKK,yyyy,,,Groceries,42437.81
30/04/2024,0.799571759,45412,0.799571759,xxx,,account,,"34,79",DKK,yyyy,,,Not categorised,42457.81
30/04/2024,0.157476852,45412,0.157476852,xxx,,account,,"13.689,14",DKK,yyyy,,,Not categorised,42423.02
30/04/2024,0.480613426,45412,0.009988426,xxx,,card,5555,"-70,00",DKK,yyyy,,,Food and Drinks,28733.88
29/04/2024,0.443483796,45411,0.740474537,xxx,,card,5555,"-50,00",DKK,yyyy,,,Charity,28803.88
27/04/2024,0.55474537,45409,0.83255787,xxx,,card,5555,"-40,00",DKK,yyyy,,,Groceries,28853.88
25/04/2024,0.554814815,45407,0.767962963,xxx,,card,5555,"-29,00",DKK,yyyy,,,Groceries,28893.88
24/04/2024,0.69056713,45406,0.90474537,xxx,,card,5555,"-105,00",DKK,yyyy,,,Miscellaneous,28922.88
23/04/2024,0.160868056,45405,0.851446759,xxx,,card,5555,"-300,00",DKK,yyyy,,,Transport,29027.88
23/04/2024,0.554421296,45405,0.761122685,xxx,,card,5555,"-40,00",DKK,yyyy,,,Groceries,29327.88
20/04/2024,0.55369213,45402,0.834849537,xxx,,card,5555,"-40,00",DKK,yyyy,,,Groceries,29367.88
17/04/2024,0.553611111,45399,0.855648148,xxx,,card,5555,"-40,00",DKK,yyyy,,,Groceries,29407.88
16/04/2024,0.728240741,45398,0.901053241,xxx,,card,5555,"-237,00",DKK,yyyy,,,Shopping,29447.88
16/04/2024,0.548877315,45398,0.701018519,xxx,,card,5555,"-263,55",DKK,yyyy,,,Personal care,29684.88
13/04/2024,0.671203704,45395,0.904571759,xxx,,card,5555,"-274,60",DKK,yyyy,,,Groceries,29948.43
13/04/2024,0.627997685,45395,0.126446759,xxx,,card,5555,"-131,90",DKK,yyyy,,,Groceries,30223.03
13/04/2024,0.63712963,45395,0.084791667,xxx,,card,5555,"-85,00",DKK,yyyy,,,Transport,30354.93
13/04/2024,0.476018519,45395,0.060358796,xxx,,card,5555,"-4,00",DKK,yyyy,,,Groceries,30439.93
13/04/2024,0.725543981,45395,0.055081019,xxx,,card,5555,"-159,75",DKK,yyyy,,,Food and Drinks,30443.93
13/04/2024,0.477268519,45395,0.048530093,xxx,,card,5555,"-27,00",DKK,yyyy,,,Groceries,30603.68
13/04/2024,0.822523148,45395,0.044780093,xxx,,card,5555,"-20,00",DKK,yyyy,,,Food and Drinks,30630.68
12/04/2024,0.16462963,45394,0.16462963,xxx,,account,,"4.420,00",DKK,yyyy,,,Not categorised,30650.68
11/04/2024,0.726597222,45393,0.971805556,xxx,,card,5555,"-141,00",DKK,yyyy,,,Food and Drinks,26230.68
11/04/2024,0.496527778,45393,0.946782407,xxx,,card,5555,"-45,60",DKK,yyyy,,,Groceries,26371.68
11/04/2024,0.739305556,45393,0.673090278,xxx,,card,5555,"-50,00",DKK,yyyy,,,Food and Drinks,26417.28
11/04/2024,0.789641204,45393,0.663506944,xxx,,card,5555,"-35,00",DKK,yyyy,,,Entertainment,26467.28
09/04/2024,0.13181713,45391,0.13181713,xxx,,account,,"7.000,00",DKK,yyyy,,,Not categorised,26502.28
08/04/2024,0.07505787,45390,0.911747685,xxx,,card,5555,"-521,21",DKK,yyyy,,,Vacation,19502.28
08/04/2024,0.466909722,45390,0.671574074,xxx,,card,5555,"-161,60",DKK,yyyy,,,Groceries,20023.49
07/04/2024,0.708738426,45389,0.854340278,xxx,,card,5555,"-14,00",DKK,yyyy,,,Groceries,20185.09
07/04/2024,0.384108796,45389,0.830358796,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,20199.09
07/04/2024,0.422719907,45389,0.787974537,xxx,,card,5555,"-11,98",DKK,yyyy,,,Home,20214.34
07/04/2024,0.430555556,45389,0.781747685,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,20226.32
07/04/2024,0.704351852,45389,0.778668981,xxx,,card,5555,"-15,00",DKK,yyyy,,,Groceries,20241.57
07/04/2024,0.471967593,45389,0.743298611,xxx,,card,5555,"-2.096,00",DKK,yyyy,,,Shopping,20256.57
07/04/2024,0.421759259,45389,0.721689815,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,22352.57
07/04/2024,0.382673611,45389,0.700162037,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,22367.82
07/04/2024,0.482511574,45389,0.6690625,xxx,,card,5555,"-119,15",DKK,yyyy,,,Groceries,22383.07
06/04/2024,0.87875,45388,0.767766204,xxx,,card,5555,"-19,00",DKK,yyyy,,,Home,22502.22
06/04/2024,0.695462963,45388,0.730034722,xxx,,card,5555,"-75,65",DKK,yyyy,,,Groceries,22521.22
05/04/2024,0.75912037,45387,0.936180556,xxx,,card,5555,"-413,00",DKK,yyyy,,,Food and Drinks,22596.87
05/04/2024,0.55318287,45387,0.925925926,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,23009.87
05/04/2024,0.660648148,45387,0.920243056,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,23034.87
04/04/2024,0.617326389,45386,0.894189815,xxx,,card,5555,"-85,00",DKK,yyyy,,,Shopping,23050.12
04/04/2024,0.632511574,45386,0.870821759,xxx,,card,5555,"-20,00",DKK,yyyy,,,Groceries,23135.12
04/04/2024,0.879108796,45386,0.833321759,xxx,,card,5555,"-19,00",DKK,yyyy,,,Home,23155.12
04/04/2024,0.848113426,45386,0.832175926,xxx,,card,5555,"-300,00",DKK,yyyy,,,Transport,23174.12
04/04/2024,0.647604167,45386,0.79056713,xxx,,card,5555,"-101,83",DKK,yyyy,,,Groceries,23474.12
04/04/2024,0.6234375,45386,0.772731481,xxx,,card,5555,"-196,40",DKK,yyyy,,,Personal care,23575.95
03/04/2024,0.554791667,45385,0.851851852,xxx,,card,5555,"-40,00",DKK,yyyy,,,Groceries,23772.35
03/04/2024,0.772546296,45385,0.014293981,xxx,,card,5555,"-5.000,00",DKK,yyyy,,,Miscellaneous,23812.35
02/04/2024,0.387974537,45384,0.94025463,xxx,,card,5555,"-118,00",DKK,yyyy,,,Groceries,28812.35
02/04/2024,0.420092593,45384,0.898414352,xxx,,card,5555,"-9,00",DKK,yyyy,,,Groceries,28930.35
02/04/2024,0.076134259,45384,0.076134259,xxx,,directDebit,,"-4.660,54",DKK,yyyy,,,Home,28939.35
02/04/2024,0.076134259,45384,0.076134259,xxx,,directDebit,,"-1.587,00",DKK,yyyy,,,Insurance,33599.89
01/04/2024,0.447592593,45383,0.860509259,xxx,,card,5555,"-50,00",DKK,yyyy,,,Charity,35186.89
01/04/2024,0.556527778,45383,0.841574074,xxx,,card,5555,"-218,00",DKK,yyyy,,,Entertainment,35236.89
01/04/2024,0.558032407,45383,0.831643519,xxx,,card,5555,"-44,00",DKK,yyyy,,,Entertainment,35454.89
01/04/2024,0.57912037,45383,0.815347222,xxx,,card,5555,"-132,00",DKK,yyyy,,,Entertainment,35498.89
01/04/2024,0.648923611,45383,0.798877315,xxx,,card,5555,"-108,00",DKK,yyyy,,,Entertainment,35630.89
01/04/2024,0.718703704,45383,0.770185185,xxx,,card,5555,"-259,90",DKK,yyyy,,,Food and Drinks,35738.89
01/04/2024,0.482094907,45383,0.762592593,xxx,,card,5555,"-95,00",DKK,yyyy,,,Food and Drinks,35998.79
01/04/2024,0.483344907,45383,0.750590278,xxx,,card,5555,"-125,00",DKK,yyyy,,,Food and Drinks,36093.79
31/03/2024,0.757048611,45382,0.884143519,xxx,,card,5555,"-249,75",DKK,yyyy,,,Shopping,36218.79
31/03/2024,0.746944444,45382,0.873634259,xxx,,card,5555,"-441,50",DKK,yyyy,,,Shopping,36468.54
31/03/2024,0.680543981,45382,0.737025463,xxx,,card,5555,"-644,00",DKK,yyyy,,,Shopping,36910.04
31/03/2024,0.918645833,45382,0.686099537,xxx,,card,5555,"-24,00",DKK,yyyy,,,Transport,37554.04
30/03/2024,0.745532407,45381,0.772280093,xxx,,card,5555,"-104,00",DKK,yyyy,,,Groceries,37578.04
29/03/2024,0.437106481,45380,0.761516204,xxx,,card,5555,"-41,00",DKK,yyyy,,,Groceries,37682.04
29/03/2024,0.802094907,45380,0.06912037,xxx,,card,5555,"-241,85",DKK,yyyy,,,Groceries,37723.04
28/03/2024,0.553148148,45379,0.565914352,xxx,,card,5555,"-15,00",DKK,yyyy,,,Groceries,37964.89
27/03/2024,0.804282407,45378,0.804282407,xxx,,account,,"33,53",DKK,yyyy,,,Not categorised,37979.89
27/03/2024,0.553657407,45378,0.27994213,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,37946.36
27/03/2024,0.177962963,45378,0.177962963,xxx,,account,,"19.669,65",DKK,yyyy,,,Not categorised,37971.36
25/03/2024,0.45494213,45376,0.76525463,xxx,,card,5555,"-50,00",DKK,yyyy,,,Charity,18301.71
25/03/2024,0.5053125,45376,0.756886574,xxx,,card,5555,"-491,93",DKK,yyyy,,,Groceries,18351.71
25/03/2024,0.521597222,45376,0.74787037,xxx,,card,5555,"-80,85",DKK,yyyy,,,Groceries,18843.64
25/03/2024,0.517685185,45376,0.74462963,xxx,,card,5555,"-288,01",DKK,yyyy,,,Groceries,18924.49
24/03/2024,0.574155093,45375,0.858171296,xxx,,card,5555,"-1.500,00",DKK,yyyy,,,Miscellaneous,19212.5
24/03/2024,0.449247685,45375,0.739976852,xxx,,card,5555,"-151,40",DKK,yyyy,,,Groceries,20712.5
24/03/2024,0.385219907,45375,0.730509259,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,20863.9
24/03/2024,0.552453704,45375,0.102002315,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,20879.15
23/03/2024,0.552337963,45374,0.085046296,xxx,,card,5555,"-15,00",DKK,yyyy,,,Groceries,20904.15
23/03/2024,0.634722222,45374,0.060671296,xxx,,card,5555,"-141,60",DKK,yyyy,,,Groceries,20919.15
20/03/2024,0.553090278,45371,0.031064815,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,21060.75
18/03/2024,0.445162037,45369,0.925277778,xxx,,card,5555,"-50,00",DKK,yyyy,,,Charity,21085.75
18/03/2024,0.745416667,45369,0.787893519,xxx,,card,5555,"-32,00",DKK,yyyy,,,Food and Drinks,21135.75
18/03/2024,0.495590278,45369,0.740625,xxx,,card,5555,"-381,95",DKK,yyyy,,,Groceries,21167.75
17/03/2024,0.397372685,45368,0.93630787,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,21549.7
17/03/2024,0.540821759,45368,0.858622685,xxx,,card,5555,"-324,10",DKK,yyyy,,,Groceries,21564.95
17/03/2024,0.446111111,45368,0.75875,xxx,,card,5555,"-11,98",DKK,yyyy,,,Home,21889.05
17/03/2024,0.815127315,45368,0.070081019,xxx,,card,5555,"-979,30",DKK,yyyy,,,Shopping,21901.03
16/03/2024,0.553923611,45367,0.777152778,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,22880.33
16/03/2024,0.669201389,45367,0.686423611,xxx,,card,5555,"-83,00",DKK,yyyy,,,Food and Drinks,22905.33
16/03/2024,0.553402778,45367,0.024513889,xxx,,card,5555,"-29,00",DKK,yyyy,,,Groceries,22988.33
15/03/2024,0.670520833,45366,0.020706019,xxx,,card,5555,"-65,85",DKK,yyyy,,,Groceries,23017.33
14/03/2024,0.669409722,45365,0.881122685,xxx,,card,5555,"-12,00",DKK,yyyy,,,Groceries,23083.18
13/03/2024,0.740798611,45364,0.976145833,xxx,,card,5555,"-1.000,00",DKK,yyyy,,,Miscellaneous,23095.18
13/03/2024,0.555706019,45364,0.904456019,xxx,,card,5555,"-40,00",DKK,yyyy,,,Groceries,24095.18
13/03/2024,0.6734375,45364,0.0721875,xxx,,card,5555,"-132,60",DKK,yyyy,,,Groceries,24135.18
11/03/2024,0.757951389,45362,0.804479167,xxx,,card,5555,"-109,40",DKK,yyyy,,,Groceries,24267.78
11/03/2024,0.467291667,45362,0.038819444,xxx,,card,5555,"-11,98",DKK,yyyy,,,Home,24377.18
11/03/2024,0.747662037,45362,0.008969907,xxx,,card,5555,"-169,00",DKK,yyyy,,,Transport,24389.16
10/03/2024,0.5159375,45361,0.928611111,xxx,,card,5555,"-11,98",DKK,yyyy,,,Home,24558.16
10/03/2024,0.754259259,45361,0.920231481,xxx,,card,5555,"-169,00",DKK,yyyy,,,Transport,24570.14
10/03/2024,0.422199074,45361,0.845324074,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,24739.14
10/03/2024,0.564525463,45361,0.835740741,xxx,,card,5555,"-185,00",DKK,yyyy,,,Shopping,24754.39
10/03/2024,0.78818287,45361,0.814780093,xxx,,card,5555,"-87,60",DKK,yyyy,,,Groceries,24939.39
10/03/2024,0.422372685,45361,0.788622685,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,25026.99
10/03/2024,0.466400463,45361,0.784652778,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,25042.24
10/03/2024,0.464085648,45361,0.768333333,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,25057.49
10/03/2024,0.727777778,45361,0.040416667,xxx,,card,5555,"-108,90",DKK,yyyy,,,Groceries,25072.74
10/03/2024,0.757326389,45361,0.007800926,xxx,,card,5555,"-206,00",DKK,yyyy,,,Shopping,25181.64
09/03/2024,0.160150463,45360,0.784340278,xxx,,card,5555,"-300,00",DKK,yyyy,,,Transport,25387.64
08/03/2024,0.594409722,45359,0.981226852,xxx,,card,5555,"-163,10",DKK,yyyy,,,Groceries,25687.64
08/03/2024,0.691875,45359,0.745405093,xxx,,card,5555,"-850,00",DKK,yyyy,,,Transport,25850.74
08/03/2024,0.553900463,45359,0.729259259,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,26700.74
07/03/2024,0.476886574,45358,0.887777778,xxx,,card,5555,"-19,00",DKK,yyyy,,,Home,26725.74
06/03/2024,0.744884259,45357,0.993298611,xxx,,card,5555,"-41,45",DKK,yyyy,,,Groceries,26744.74
06/03/2024,0.553634259,45357,0.777743056,xxx,,card,5555,"-25,00",DKK,yyyy,,,Groceries,26786.19
06/03/2024,0.751145833,45357,0.013159722,xxx,,card,5555,"-3.322,00",DKK,yyyy,,,Shopping,26811.19
05/03/2024,0.561724537,45356,0.380983796,xxx,,card,5555,"-41,00",DKK,yyyy,,,Food and Drinks,30133.19
05/03/2024,0.4746875,45356,0.262222222,xxx,,card,5555,"-151,15",DKK,yyyy,,,Groceries,30174.19
04/03/2024,0.446331019,45355,0.971898148,xxx,,card,5555,"-50,00",DKK,yyyy,,,Charity,30325.34
04/03/2024,0.879201389,45355,0.882094907,xxx,,card,5555,"-19,00",DKK,yyyy,,,Home,30375.34
04/03/2024,0.496990741,45355,0.236967593,xxx,,card,5555,"-11,98",DKK,yyyy,,,Home,30394.34
04/03/2024,0.701655093,45355,0.217627315,xxx,,card,5555,"-79,25",DKK,yyyy,,,Groceries,30406.32
04/03/2024,0.437465278,45355,0.059398148,xxx,,card,5555,"-15,25",DKK,yyyy,,,Home,30485.57
03/03/2024,0.403449074,45354,0.631331019,xxx,,card,5555,"-181,45",DKK,yyyy,,,Groceries,30500.82
02/03/2024,0.742372685,45353,0.969780093,xxx,,card,5555,"-60,90",DKK,yyyy,,,Groceries,30682.27
02/03/2024,0.554965278,45353,0.866041667,xxx,,card,5555,"-40,00",DKK,yyyy,,,Groceries,30743.17
02/03/2024,0.573449074,45353,0.724594907,xxx,,card,5555,"-100,00",DKK,yyyy,,,Entertainment,30783.17
01/03/2024,0.156134259,45352,0.156134259,xxx,,directDebit,,"-7.378,93",DKK,yyyy,,,Home,30883.17
01/03/2024,0.156134259,45352,0.156134259,xxx,,account,,"31,24",DKK,yyyy,,,Not categorised,38262.1
31/03/2025,0.77724537,45747,0.77724537,xxx,,account,,"2,60",DKK,yyyy,,,Miscellaneous,46310.17
31/03/2025,0.173923611,45747,0.173923611,xxx,,account,,"4.035,89",DKK,yyyy,,,Not categorised,46307.57
31/03/2025,0.173923611,45747,0.173923611,xxx,,account,,"12.353,00",DKK,yyyy,,,Not categorised,42271.68
29/03/2025,0.447615741,45745,0.812199074,xxx,,card,5555,"-20,00",DKK,yyyy,,,Charity,29918.68
28/03/2025,0.486446759,45744,0.760787037,xxx,,card,5555,"-1.000,00",DKK,yyyy,,,Investments,29938.68
22/03/2025,0.106412037,45738,0.79875,xxx,,card,5555,"-41,40",DKK,yyyy,,,Transport,30938.68
20/03/2025,0.50875,45736,0.656435185,xxx,,card,5555,"-249,90",DKK,yyyy,,,Shopping,30980.08
17/03/2025,0.440798611,45733,0.642534722,xxx,,card,5555,"-100,00",DKK,yyyy,,,Charity,31229.98
15/03/2025,0.516041667,45731,0.836875,xxx,,card,5555,"-20,00",DKK,yyyy,,,Charity,31329.98
15/03/2025,0.51630787,45731,0.803391204,xxx,,card,5555,"-20,00",DKK,yyyy,,,Charity,31349.98
13/03/2025,0.388171296,45729,0.75119213,xxx,,card,5555,"-1.000,00",DKK,yyyy,,,Investments,31369.98
13/03/2025,0.454953704,45729,0.697071759,xxx,,card,5555,"-19,00",DKK,yyyy,,,Home,32369.98
11/03/2025,0.587777778,45727,0.737060185,xxx,,card,5555,"-1.200,00",DKK,yyyy,,,Investments,32388.98
10/03/2025,0.442071759,45726,0.83474537,xxx,,card,5555,"-100,00",DKK,yyyy,,,Charity,33588.98
05/03/2025,0.455138889,45721,0.853935185,xxx,,card,5555,"-1.500,00",DKK,yyyy,,,Investments,33688.98
05/03/2025,0.744664352,45721,0.66837963,xxx,,card,5555,"-19,00",DKK,yyyy,,,Home,35188.98
04/03/2025,0.443634259,45720,0.710868056,xxx,,card,5555,"-500,00",DKK,yyyy,,,Investments,35207.98
03/03/2025,0.439675926,45719,0.918877315,xxx,,card,5555,"-100,00",DKK,yyyy,,,Charity,35707.98
03/03/2025,0.486365741,45719,0.877974537,xxx,,card,5555,"-20,00",DKK,yyyy,,,Food and Drinks,35807.98
03/03/2025,0.143425926,45719,0.143425926,xxx,,account,,"1.097,00",DKK,yyyy,,,Not categorised,35827.98
03/03/2025,0.056736111,45719,0.056736111,xxx,,directDebit,,"-7.528,25",DKK,yyyy,,,Home,34730.98
02/03/2025,0.103020833,45718,0.052569444,xxx,,card,5555,"-366,38",DKK,yyyy,,,Home,42259.23
